행정동코드_최종,0순위_비분동확정,1순위_지번정밀,2순위_도로명근사,3순위_텍스트추정,총거래수,근사배정_건수,근사배정_비중,행정동명,자치구,교통비_커버리지
1153054000,0,711,388,0,1099,388,0.353,구로제3동,구로구,0.6881735501038879
1123066000,0,1128,579,0,1707,579,0.3392,장안제2동,동대문구,0.8853871992828412
1114058000,242,576,405,4,1227,409,0.3333,장충동,중구,0.8802117125249035
1150052000,0,1748,818,0,2566,818,0.3188,등촌제1동,강서구,0.9461993939185273
1141056500,649,91,336,0,1076,336,0.3123,충현동,서대문구,0.8820232235400614
1132052200,0,540,238,0,778,238,0.3059,도봉제2동,도봉구,0.916201327069557
1150060300,0,7463,3198,19,10680,3217,0.3012,가양제1동,강서구,0.8040653184990413
1150064100,0,601,251,0,852,251,0.2946,방화제3동,강서구,0.9214244125616298
1153077000,0,1688,677,4,2369,681,0.2875,오류제1동,구로구,0.94490352989928
1132071000,0,10,4,0,14,4,0.2857,방학제3동,도봉구,0.9519825409727872
1165062000,0,116,44,0,160,44,0.275,방배3동,서초구,0.9248940950630196
1165053100,0,337,121,0,458,121,0.2642,서초4동,서초구,0.8620988035472859
1153080000,89,0,31,0,120,31,0.2583,항동,구로구,0.9274839961821768
1147061000,0,56,19,0,75,19,0.2533,신월6동,양천구,0.9828778119200052
1123060000,0,1291,425,7,1723,432,0.2507,답십리제1동,동대문구,0.9243661510904182
1135069500,0,113,37,0,150,37,0.2467,상계6.7동,노원구,0.8856465682418645
1147061100,0,369,106,0,475,106,0.2232,신월7동,양천구,0.9231022126907892
1138065000,142,0,39,0,181,39,0.2155,수색동,은평구,0.921493799478838
1165052000,0,1109,290,0,1399,290,0.2073,서초2동,서초구,0.7883156701795477
1138064000,244,0,61,0,305,61,0.2,증산동,은평구,0.9601885906390836
1174054000,0,752,188,0,940,188,0.2,명일제2동,강동구,0.9384903649614456
1129078000,0,216,52,0,268,52,0.194,장위제3동,성북구,0.9702121913590772
1123051500,989,530,364,0,1883,364,0.1933,신설동,동대문구,0.904514749181059
1159066000,2283,0,541,0,2824,541,0.1916,대방동,동작구,0.9216170796816736
1114057000,355,40,89,0,484,89,0.1839,필동,중구,0.8337613011277627
1147068000,0,144,32,0,176,32,0.1818,신정7동,양천구,0.926771607958744
1130564500,522,173,146,0,841,146,0.1736,우이동,강북구,0.9142378402629612
