행정동코드_최종,0순위_비분동확정,1순위_지번정밀,2순위_도로명근사,3순위_텍스트추정,총거래수,근사배정_건수,근사배정_비중,행정동명,자치구,교통비_커버리지
1153052000,0,901,120,39,1060,159,0.15,구로제1동,구로구,0.9384877193971224
1147055000,0,364,58,0,422,58,0.1374,목5동,양천구,0.9142043783655736
1168060000,0,32,5,0,37,5,0.1351,대치1동,강남구,0.909756169826451
1120064500,214,0,31,0,245,31,0.1265,옥수동,성동구,0.8998098048413303
1132051400,0,674,89,0,763,89,0.1166,창제4동,도봉구,0.9160545106182828
1156061000,939,305,159,4,1407,163,0.1158,양평제1동,영등포구,0.9253205388813042
1120053500,1365,2,153,5,1525,158,0.1036,왕십리도선동,성동구,0.9017662662385246
1117068500,333,0,37,0,370,37,0.1,한남동,용산구,0.7523448486087713
1138062500,2181,0,222,0,2403,222,0.0924,역촌동,은평구,0.9080432221330408
1144073000,299,4387,428,0,5114,428,0.0837,성산제2동,마포구,0.9115261010112432
1144068000,1842,0,143,0,1985,143,0.072,합정동,마포구,0.9241134191574228
1117070000,459,0,34,0,493,34,0.069,보광동,용산구,0.950959137210028
1171057000,1189,0,84,0,1273,84,0.066,오금동,송파구,0.893582058675855
1141058500,6109,2209,582,0,8900,582,0.0654,신촌동,서대문구,0.7571512334556362
1144071000,2636,0,171,0,2807,171,0.0609,연남동,마포구,0.9260088696204112
1168067500,0,233,2,13,248,15,0.0605,개포3동,강남구,0.944286991329591
1117069000,254,0,16,0,270,16,0.0593,서빙고동,용산구,0.898784221910464
1114055000,297,17,17,1,332,18,0.0542,명동,중구,0.6091153314560998
1114059000,435,89,30,0,554,30,0.0542,광희동,중구,0.8193963436348934
1138057000,2191,0,122,0,2313,122,0.0527,대조동,은평구,0.9360686897042676
1159060500,1553,0,80,0,1633,80,0.049,흑석동,동작구,0.8428384515246478
1174068500,3286,0,158,0,3444,158,0.0459,길동,강동구,0.8626715739151797
1156058500,1854,0,86,0,1940,86,0.0443,도림동,영등포구,0.9473309131399418
1156060500,479,0,21,0,500,21,0.042,문래동,영등포구,0.881219330714425
1123070500,1245,0,49,0,1294,49,0.0379,청량리동,동대문구,0.9035516649237132
1120059000,139,0,5,0,144,5,0.0347,금호1가동,성동구,0.9471161873177552
1129070500,1491,0,53,0,1544,53,0.0343,종암동,성북구,0.8603242748705179
1121573000,3870,0,127,0,3997,127,0.0318,군자동,광진구,0.93670985519975
1154551000,5382,0,157,0,5539,157,0.0283,가산동,금천구,0.5458862444378404
1144066000,3892,440,122,0,4454,122,0.0274,서교동,마포구,0.8198592349981271
1135062100,0,36,0,1,37,1,0.027,중계1동,노원구,0.9567926588937804
1123054500,2402,0,54,0,2456,54,0.022,제기동,동대문구,0.8652788010344248
1111061500,518,0,11,0,529,11,0.0208,종로1.2.3.4가동,종로구,0.5135551105613096
1153059500,1737,0,24,0,1761,24,0.0136,가리봉동,구로구,0.9769058884820128
1141061500,5361,0,69,0,5430,69,0.0127,연희동,서대문구,0.8532389195060617
1123071000,1759,0,21,0,1780,21,0.0118,회기동,동대문구,0.8211146676759302
1156055000,1341,0,13,0,1354,13,0.0096,당산제1동,영등포구,0.9205892953269668
1111064000,1134,0,10,0,1144,10,0.0087,이화동,종로구,0.7593968760608274
1171060000,4781,0,38,0,4819,38,0.0079,석촌동,송파구,0.9317826257522552
1156062000,1392,18,11,0,1421,11,0.0077,양평제2동,영등포구,0.907079967273175
1150051000,936,0,7,0,943,7,0.0074,염창동,강서구,0.9093526168989272
1114067000,1121,0,8,0,1129,8,0.0071,황학동,중구,0.9423073607975356
1129057500,2808,1,18,0,2827,18,0.0064,동선동,성북구,0.929113608996719
1117062500,499,0,3,0,502,3,0.006,한강로동,용산구,0.7658813873794664
1153051000,731,0,3,0,734,3,0.0041,신도림동,구로구,0.9012150762158192
1121578000,2316,0,9,0,2325,9,0.0039,능동,광진구,0.9585693420468282
1144074000,2978,0,10,0,2988,10,0.0033,상암동,마포구,0.7286245434844654
1141052000,496,0,1,0,497,1,0.002,천연동,서대문구,0.933812481123697
1121571000,9660,0,16,0,9676,16,0.0017,화양동,광진구,0.9326912660741732
1156053500,5523,0,1,8,5532,9,0.0016,영등포동,영등포구,0.9108635783547429
1144065500,2013,1,3,0,2017,3,0.0015,서강동,마포구,0.9193870312006092
1138051000,2003,0,2,0,2005,2,0.001,녹번동,은평구,0.9146592836378936
1171061000,3988,0,1,0,3989,1,0.0003,삼전동,송파구,0.9312616402271862
1117052000,637,0,0,0,637,0,0.0,용산2가동,용산구,0.9420230034617068
1117058000,348,0,0,0,348,0,0.0,효창동,용산구,0.9562327647017912
1117055500,2332,0,0,0,2332,0,0.0,청파동,용산구,0.9057015515101564
1162063000,1933,0,0,0,1933,0,0.0,남현동,관악구,0.924680536958708
1111057000,21,0,0,0,21,0,0.0,무악동,종로구,0.9838439373927556
1117053000,543,0,0,0,543,0,0.0,남영동,용산구,0.9052774447000336
1111065000,4070,0,0,0,4070,0,0.0,혜화동,종로구,0.8517114920747921
1117051000,993,0,0,0,993,0,0.0,후암동,용산구,0.9512666131745388
1114068000,504,0,0,0,504,0,0.0,중림동,중구,0.9371988286479108
1174051500,724,0,0,0,724,0,0.0,강일동,강동구,0.871055580662269
1111060000,192,0,0,0,192,0,0.0,가회동,종로구,0.8054155232170386
1111063000,808,0,0,0,808,0,0.0,종로5.6가동,종로구,0.7538750364156752
1111058000,368,0,0,0,368,0,0.0,교남동,종로구,0.945762361038754
1121581000,387,0,0,0,387,0,0.0,광장동,광진구,0.8970501767649047
1120061500,480,0,0,0,480,0,0.0,금호2.3가동,성동구,0.9406225755659772
1120062000,180,0,0,0,180,0,0.0,금호4가동,성동구,0.937875114623137
1120079000,2149,0,0,0,2149,0,0.0,용답동,성동구,0.9270064837050772
1120058000,130,0,0,0,130,0,0.0,응봉동,성동구,0.9588792064273964
1117059000,415,0,0,0,415,0,0.0,용문동,용산구,0.9597443128229152
1117063000,0,1,0,0,1,0,0.0,이촌제1동,용산구,0.9020105570631384
1120054000,2004,0,0,0,2004,0,0.0,마장동,성동구,0.8795680891052456
1117056000,1024,0,0,0,1024,0,0.0,원효로제1동,용산구,0.937851524827064
1117057000,442,0,0,0,442,0,0.0,원효로제2동,용산구,0.925334634515758
1150060400,0,688,0,0,688,0,0.0,가양제2동,강서구,0.9281950133071462
1165066000,581,0,0,0,581,0,0.0,내곡동,서초구,0.7747574049241467
1129055500,1693,0,0,0,1693,0,0.0,삼선동,성북구,0.8985555632889572
1153079000,816,0,0,0,816,0,0.0,수궁동,구로구,0.9115082386188348
1156056000,3312,0,0,0,3312,0,0.0,당산제2동,영등포구,0.9218358148708394
1156054000,935,0,0,0,935,0,0.0,여의동,영등포구,0.435638418273752
1147067000,0,172,0,0,172,0,0.0,신정6동,양천구,0.9785900156838474
1168056500,892,0,0,0,892,0,0.0,청담동,강남구,0.7971554824159945
1129052500,1002,0,0,0,1002,0,0.0,성북동,성북구,0.9227054516337942
1129060000,2925,0,0,0,2925,0,0.0,안암동,성북구,0.8505264763756265
1129061000,1191,0,0,0,1191,0,0.0,보문동,성북구,0.9378475847094166
1138056000,974,0,0,0,974,0,0.0,구산동,은평구,0.921661955271791
1138069000,3083,0,0,0,3083,0,0.0,진관동,은평구,0.8068724832897818
1129081000,1819,0,0,0,1819,0,0.0,석관동,성북구,0.8867434813760697
1168070000,2155,0,0,0,2155,0,0.0,세곡동,강남구,0.886725351685392
1114060500,169,0,0,0,169,0,0.0,을지로동,중구,0.7187230680747306
1111056000,175,0,0,0,175,0,0.0,평창동,종로구,0.9124693705182104
1111055000,394,0,0,0,394,0,0.0,부암동,종로구,0.9234018565275596
1171071000,0,9,0,0,9,0,0.0,잠실6동,송파구,0.7352802592381132
1111054000,48,0,0,0,48,0,0.0,삼청동,종로구,0.8878399207181453
1111051500,399,0,0,0,399,0,0.0,청운효자동,종로구,0.9043547678480884
1111053000,671,0,0,0,671,0,0.0,사직동,종로구,0.7039235800123109
