거주동 코드,거주동 이름,통근권_코드,통근권_행정동수,출근_유출량,동일통근권_내부출근량,동일통근권_내부출근비율,외부통근권_출근량,외부통근권_이동비율,주요_목적지통근권코드,주요_목적지통근권_출근량,주요_목적지통근권_비중,목적지_개수,목적지_HHI,목적지_엔트로피,목적지_정규화엔트로피,유효_목적지수,최대_목적지비중,주요_출근목적지,출근_유입량,출근_순유입량,출근_유입유출비,통근권_대표업무중심지_코드,통근권_대표업무중심지_이름,대표업무중심지_출근유입량,내부통근_출근량,내부통근_비중,루바인_모듈러리티,간선필터_분위수,간선필터_최소이동량
11740570,암사1동,1,118,1597306.45,1192334.3,0.7464655889920184,404972.1499999999,0.2535344110079815,1,1192334.3,0.7464655889920184,389,0.01613370077807223,4.706760497027347,0.7892509222777416,110.692988186598,0.05895432276004395,암사1동 | 천호2동 | 문정2동 | 길동 | 역삼1동,622664.41,-974642.0399999999,0.38982150857776854,11680640,역삼1동,16119655.08,94168.12,0.05895432276004395,0.30782946022911206,0.25,442.0
11740580,암사2동,1,118,813646.61,593770.75,0.7297649159995886,219875.86,0.2702350840004114,1,593770.75,0.7297649159995886,361,0.016420483354038208,4.667286751811016,0.7925595987613755,106.40863736029311,0.05133060162322805,암사2동 | 역삼1동 | 문정2동 | 잠실6동 | 암사1동,320103.62,-493542.99,0.39341848913989824,11680640,역삼1동,16119655.08,41764.97,0.05133060162322805,0.30782946022911206,0.25,442.0
11740590,암사3동,1,118,649679.79,454156.56,0.6990467719489935,195523.23000000004,0.30095322805100655,1,454156.56,0.6990467719489935,325,0.014953473026315597,4.69700476298374,0.8120931416346467,109.61834731181418,0.044837088129215164,역삼1동 | 암사3동 | 잠실6동 | 암사1동 | 길동,209852.62,-439827.17000000004,0.32300930893971624,11680640,역삼1동,16119655.08,26925.67,0.04144452454031238,0.30782946022911206,0.25,442.0
11740600,천호1동,1,118,1237105.3699999999,932753.52,0.7539806572822492,304351.84999999986,0.24601934271775078,1,932753.52,0.7539806572822491,375,0.017886340967265654,4.643458401866285,0.7834513846671497,103.90306548600009,0.06705260684463767,길동 | 천호1동 | 천호2동 | 명일1동 | 천호3동,418679.79,-818425.5799999998,0.3384350275676194,11680640,역삼1동,16119655.08,56521.21,0.0456882747182643,0.30782946022911206,0.25,442.0
11740610,천호2동,1,118,1855381.35,1385058.61,0.7465088565215987,470322.74,0.25349114347840135,1,1385058.61,0.7465088565215987,401,0.018525652330161003,4.647270960327912,0.7753254699231853,104.29995810490804,0.07811199568218145,천호2동 | 역삼1동 | 잠실6동 | 길동 | 문정2동,1227540.2,-627841.1500000001,0.6616107249326398,11680640,역삼1동,16119655.08,144927.54,0.07811199568218145,0.30782946022911206,0.25,442.0
11740620,천호3동,1,118,1495420.06,1071434.48,0.7164772686010377,423985.5800000001,0.2835227313989623,1,1071434.48,0.7164772686010377,394,0.01724137867239134,4.679442563280983,0.78299327370499,107.71001431663146,0.05851135900905328,길동 | 천호3동 | 천호2동 | 역삼1동 | 문정2동,933785.9,-561634.16,0.6244305028247381,11680640,역삼1동,16119655.08,67137.91,0.04489568636654506,0.30782946022911206,0.25,442.0
11740640,성내1동,1,118,1076013.55,805537.08,0.7486309814592947,270476.4700000001,0.25136901854070526,1,805537.08,0.7486309814592947,372,0.023990935157187483,4.54967433813932,0.7686696957497695,94.60159516635755,0.10610072707727519,성내1동 | 풍납2동 | 역삼1동 | 성내3동 | 문정2동,1009252.08,-66761.47000000009,0.937954805494782,11680640,역삼1동,16119655.08,114165.82,0.10610072707727519,0.30782946022911206,0.25,442.0
11740650,성내2동,1,118,1330723.73,1002278.59,0.7531830742959698,328445.14,0.24681692570403024,1,1002278.59,0.7531830742959698,392,0.01767704862390935,4.631159120227942,0.7755746179756294,102.63295912935125,0.058618598467467024,성내2동 | 성내1동 | 풍납2동 | 역삼1동 | 길동,740958.49,-589765.24,0.5568086547911789,11680640,역삼1동,16119655.08,78005.16,0.058618598467467024,0.30782946022911206,0.25,442.0
11740660,성내3동,1,118,1281917.62,943077.19,0.7356769072259104,338840.43000000017,0.2643230927740896,1,943077.19,0.7356769072259105,400,0.020346660698300642,4.65628841257668,0.7771536284603775,105.24473131836962,0.09048026034621476,성내3동 | 길동 | 성내1동 | 둔촌2동 | 역삼1동,1123389.95,-158527.67000000016,0.8763355245869855,11680640,역삼1동,16119655.08,115988.24,0.09048026034621476,0.30782946022911206,0.25,442.0
11740685,길동,1,118,2732049.07,2006337.16,0.7343708361724265,725711.9099999999,0.26562916382757357,1,2006337.16,0.7343708361724265,422,0.022691482849395987,4.632251955251677,0.7662941080458546,102.74518133068463,0.1101590243399252,길동 | 역삼1동 | 둔촌2동 | 문정2동 | 성내3동,1839114.65,-892934.4199999999,0.6731631105000614,11680640,역삼1동,16119655.08,300959.86,0.1101590243399252,0.30782946022911206,0.25,442.0
11740690,둔촌1동,1,118,1595709.06,1007309.1900000001,0.6312611836646462,588399.87,0.36873881633535377,1,1007309.1900000001,0.6312611836646462,395,0.016527049881609173,4.762968837446182,0.7966315170975592,117.09304058407,0.051650117221243325,둔촌1동 | 여의동 | 역삼1동 | 잠실6동 | 성내3동,403764.05,-1191945.01,0.25303111959519736,11680640,역삼1동,16119655.08,82418.56,0.051650117221243325,0.30782946022911206,0.25,442.0
11740700,둔촌2동,1,118,1258259.66,928997.13,0.7383190922611316,329262.5299999999,0.26168090773886843,1,928997.13,0.7383190922611316,400,0.022372826867964966,4.598122373149722,0.7674454779790341,99.29769647510905,0.0910947824553161,둔촌2동 | 길동 | 성내3동 | 역삼1동 | 삼성1동,834339.0,-423920.6599999999,0.6630896837303042,11680640,역삼1동,16119655.08,114620.89,0.0910947824553161,0.30782946022911206,0.25,442.0
11110515,청운효자동,2,92,564412.04,356964.29,0.6324533580112854,207447.75000000006,0.36754664198871456,2,356964.29,0.6324533580112854,364,0.031080319711616712,4.3876041062464965,0.7440206249874926,80.4474443700048,0.09870492840655914,사직동 | 종로1.2.3.4가동 | 청운효자동 | 명동 | 소공동,682327.04,117915.0,1.2089165213413944,11110615,종로1.2.3.4가동,13113292.16,43228.92,0.07659106634224173,0.30782946022911206,0.25,442.0
11110530,사직동,2,92,636380.75,455197.0,0.7152903352277705,181183.75,0.28470966477222953,2,455197.0,0.7152903352277705,409,0.08345086006808512,3.70703754575508,0.6164305175029968,40.73295808679241,0.23712750582100417,사직동 | 종로1.2.3.4가동 | 명동 | 여의동 | 소공동,5118840.98,4482460.23,8.043676651124347,11110615,종로1.2.3.4가동,13113292.16,150903.38,0.23712750582100417,0.30782946022911206,0.25,442.0
11110540,삼청동,2,92,106609.77,70706.48,0.6632270194373366,35903.29000000001,0.3367729805626633,2,70706.48,0.6632270194373368,286,0.05010863840212085,3.8590554448050134,0.6822950905661994,47.42053889189692,0.15807519329607408,종로1.2.3.4가동 | 삼청동 | 청운효자동 | 사직동 | 가회동,450688.63,344078.86,4.227460860294511,11110615,종로1.2.3.4가동,13113292.16,9579.22,0.08985311571350355,0.30782946022911206,0.25,442.0
11110550,부암동,2,92,452322.26,292844.11,0.6474236089994775,159478.15000000002,0.35257639100052257,2,292844.11,0.6474236089994775,358,0.024514694587451643,4.499402619835188,0.765135172311845,89.96337291048629,0.07978099508080809,종로1.2.3.4가동 | 부암동 | 사직동 | 명동 | 평창동,273821.33,-178500.93,0.6053677968446656,11110615,종로1.2.3.4가동,13113292.16,27786.25,0.06143020686180689,0.30782946022911206,0.25,442.0
11110560,평창동,2,92,703357.45,422310.58,0.6004209950431321,281046.86999999994,0.3995790049568679,2,422310.58,0.6004209950431321,379,0.02250063500144959,4.617271950026454,0.7776410602893082,101.21752866699546,0.07082337721737363,종로1.2.3.4가동 | 평창동 | 사직동 | 부암동 | 명동,305384.37,-397973.07999999996,0.4341808990577977,11110615,종로1.2.3.4가동,13113292.16,49289.68,0.0700777108424742,0.30782946022911206,0.25,442.0
11110570,무악동,2,92,222998.38,147472.58,0.6613168221222054,75525.80000000002,0.3386831778777945,2,147472.58,0.6613168221222055,314,0.03020992309193729,4.275629800045618,0.7436662984292733,71.92542368322871,0.10413851436947659,종로1.2.3.4가동 | 사직동 | 소공동 | 명동 | 여의동,141196.33000000002,-81802.04999999999,0.6331719988279736,11110615,종로1.2.3.4가동,13113292.16,2889.98,0.012959645715811926,0.30782946022911206,0.25,442.0
11110580,교남동,2,92,605883.87,385382.38,0.6360664131890489,220501.49,0.36393358681095106,2,385382.38,0.6360664131890489,400,0.03025606094187992,4.369271621161589,0.7292493491045677,78.98607895356896,0.0934649902463982,사직동 | 종로1.2.3.4가동 | 소공동 | 여의동 | 교남동,719312.66,113428.79000000004,1.1872120972621372,11110615,종로1.2.3.4가동,13113292.16,26308.2,0.043421192249267174,0.30782946022911206,0.25,442.0
11110600,가회동,2,92,170938.66,109960.51,0.6432746694048028,60978.15000000001,0.3567253305951972,2,109960.51,0.6432746694048028,320,0.06283926897960715,3.855300793352414,0.6683575335290248,47.24282513205192,0.17137071274572996,종로1.2.3.4가동 | 가회동 | 사직동 | 명동 | 여의동,1301673.97,1130735.31,7.614860032247825,11110615,종로1.2.3.4가동,13113292.16,26695.92,0.15617251240883717,0.30782946022911206,0.25,442.0
11110615,종로1.2.3.4가동,2,92,802872.25,603959.82,0.7522489661337778,198912.43000000005,0.24775103386622224,2,603959.82,0.7522489661337778,427,0.1663009382979355,3.2736280763819665,0.5404894857125554,26.406972268993854,0.3892603835790812,종로1.2.3.4가동 | 명동 | 사직동 | 소공동 | 종로5.6가동,13113292.16,12310419.91,16.332974716712403,11110615,종로1.2.3.4가동,13113292.16,312526.36,0.3892603835790812,0.30782946022911206,0.25,442.0
11110670,창신1동,2,92,204779.68,111574.39,0.5448508855956802,93205.29,0.45514911440431977,2,111574.39,0.5448508855956802,386,0.0253666738939204,4.468017842283781,0.750191377822202,87.18373970759043,0.08263383359130164,종로1.2.3.4가동 | 창신1동 | 종로5.6가동 | 창신2동 | 광희동,599480.01,394700.33,2.927438943160767,11110615,종로1.2.3.4가동,13113292.16,14589.37,0.07124422696626932,0.30782946022911206,0.25,442.0
11110680,창신2동,2,92,361303.43,185768.56,0.51416218218576,175534.87,0.48583781781423996,2,185768.56,0.51416218218576,326,0.02825793706676735,4.3718823843414985,0.7554795076233024,79.19256232253083,0.08615794209315976,종로1.2.3.4가동 | 창신1동 | 종로5.6가동 | 창신2동 | 광희동,139633.9,-221669.53,0.38647266647869905,11110615,종로1.2.3.4가동,13113292.16,21481.58,0.05945578761873366,0.30782946022911206,0.25,442.0
11110690,창신3동,2,92,322678.11,148981.02,0.46170166299784016,173697.09,0.5382983370021598,2,148981.02,0.46170166299784016,330,0.018623325865881103,4.62292347025683,0.79718048076038,101.79118105510864,0.06101575963736741,종로1.2.3.4가동 | 종로5.6가동 | 명동 | 숭인1동 | 창신1동,102323.98,-220354.13,0.31710852651269095,11110615,종로1.2.3.4가동,13113292.16,6317.28,0.019577652788408857,0.30782946022911206,0.25,442.0
11110700,숭인1동,2,92,369557.11,182290.09,0.4932663587503431,187267.02,0.5067336412496569,2,182290.09,0.4932663587503431,352,0.019554020805701983,4.581447463203789,0.7813328168166164,97.65564490744237,0.0641889422720077,종로1.2.3.4가동 | 창신1동 | 종로5.6가동 | 숭인1동 | 숭인2동,232904.01,-136653.09999999998,0.6302246762347503,11110615,종로1.2.3.4가동,13113292.16,13822.89,0.037403934671964505,0.30782946022911206,0.25,442.0
11110710,숭인2동,2,92,695525.21,346135.39,0.49766045144503107,349389.81999999995,0.502339548554969,2,346135.39,0.49766045144503096,394,0.021746071788207023,4.577026690048616,0.7658564163171432,97.22488430298041,0.08914854430653923,종로1.2.3.4가동 | 명동 | 숭인2동 | 종로5.6가동 | 소공동,774886.46,79361.25,1.1141026218158216,11110615,종로1.2.3.4가동,13113292.16,28412.51,0.04085043876411036,0.30782946022911206,0.25,442.0
11140520,소공동,2,92,392164.94,320765.64999999997,0.8179355604812607,71399.29000000004,0.18206443951873932,2,320765.64999999997,0.8179355604812607,409,0.1254537079872457,3.1759427463571965,0.5281165908175568,23.949387426715603,0.3007132152099063,소공동 | 명동 | 회현동 | 충현동 | 종로1.2.3.4가동,7356283.17,6964118.2299999995,18.75813572217853,11110615,종로1.2.3.4가동,13113292.16,117929.18,0.3007132152099063,0.30782946022911206,0.25,442.0
11140540,회현동,2,92,302833.66000000003,235916.93,0.7790313996139001,66916.73000000004,0.22096860038609986,2,235916.93,0.7790313996139003,408,0.1335006770911274,3.3895055534898804,0.5638587431153148,29.65128766952851,0.3364650415677042,회현동 | 명동 | 소공동 | 종로1.2.3.4가동 | 충현동,6626171.07,6323337.41,21.88056330990419,11110615,종로1.2.3.4가동,13113292.16,101892.94,0.3364650415677042,0.30782946022911206,0.25,442.0
11140550,명동,2,92,530242.12,417816.45,0.7879729546947346,112425.66999999998,0.21202704530526542,2,417816.45,0.7879729546947346,423,0.12262366164788277,3.371454228622725,0.5575073153765165,29.120844646417815,0.31278471427354737,명동 | 소공동 | 종로1.2.3.4가동 | 회현동 | 을지로동,10449542.85,9919300.73,19.707115779485793,11110615,종로1.2.3.4가동,13113292.16,165851.63,0.31278471427354737,0.30782946022911206,0.25,442.0
11140570,필동,2,92,295478.02,191990.38,0.6497619687582853,103487.64000000001,0.3502380312417147,2,191990.38,0.6497619687582853,388,0.04289388787811903,4.07047422064389,0.6828502892938421,58.58473809773553,0.1334632606513337,필동 | 명동 | 을지로동 | 광희동 | 종로1.2.3.4가동,2316832.81,2021354.79,7.840964989544738,11110615,종로1.2.3.4가동,13113292.16,39435.46,0.1334632606513337,0.30782946022911206,0.25,442.0
11140580,장충동,2,92,269398.86,170179.91999999998,0.63170245041126,99218.94,0.36829754958873995,2,170179.91999999998,0.63170245041126,365,0.033466553339623235,4.13816652814613,0.7013963599948707,62.68777973882716,0.09637902699365544,장충동 | 을지로동 | 광희동 | 필동 | 종로1.2.3.4가동,1071835.8,802436.9400000001,3.9786203995072587,11110615,종로1.2.3.4가동,13113292.16,25964.4,0.09637902699365544,0.30782946022911206,0.25,442.0
11140590,광희동,2,92,430432.92,271034.95,0.6296798813622342,159397.96999999997,0.37032011863776587,2,271034.95,0.6296798813622341,409,0.04232870473003385,4.189825082833666,0.6967115957634901,66.01124345085994,0.14484877225468723,광희동 | 명동 | 을지로동 | 회현동 | 종로1.2.3.4가동,3139462.02,2709029.1,7.293731204388363,11110615,종로1.2.3.4가동,13113292.16,62347.68,0.14484877225468723,0.30782946022911206,0.25,442.0
11140605,을지로동,2,92,293794.05,216602.87,0.737260914576044,77191.18,0.26273908542395596,2,216602.87,0.737260914576044,394,0.0839535318050454,3.539960914708073,0.5923281561664401,34.46557206758551,0.22535653802383,을지로동 | 명동 | 종로1.2.3.4가동 | 필동 | 광희동,3541302.57,3247508.52,12.053690569975805,11110615,종로1.2.3.4가동,13113292.16,66208.41,0.22535653802383,0.30782946022911206,0.25,442.0
11140615,신당동,2,92,448684.05,264577.33,0.5896740256311763,184106.71999999997,0.4103259743688236,2,264577.33,0.5896740256311763,411,0.026468080469127298,4.467248227444699,0.7422412627397705,87.116667620932,0.09720831395722669,신당동 | 광희동 | 회현동 | 명동 | 종로1.2.3.4가동,1261380.11,812696.06,2.8112880544784247,11110615,종로1.2.3.4가동,13113292.16,43615.82,0.09720831395722669,0.30782946022911206,0.25,442.0
11140625,다산동,2,92,751760.93,406370.69,0.5405584059815398,345390.24000000005,0.45944159401846013,2,406370.69,0.5405584059815398,397,0.018809748767719365,4.627990266133278,0.7734023306815364,102.30824501411526,0.07258287551602342,다산동 | 광희동 | 종로1.2.3.4가동 | 신당동 | 명동,893738.62,141977.68999999994,1.1888601606364406,11110615,종로1.2.3.4가동,13113292.16,54564.97,0.07258287551602342,0.30782946022911206,0.25,442.0
11140635,약수동,2,92,605537.78,289604.4,0.47825983706582276,315933.38,0.5217401629341772,2,289604.4,0.47825983706582276,365,0.016168328065569407,4.720585661397283,0.8001131847710681,112.23396452396796,0.053140383742860765,다산동 | 약수동 | 종로1.2.3.4가동 | 명동 | 여의동,279794.94,-325742.84,0.46206025328427897,11110615,종로1.2.3.4가동,13113292.16,25426.25,0.041989535318506466,0.30782946022911206,0.25,442.0
11140645,청구동,2,92,578371.89,267721.98,0.4628889899887769,310649.91000000003,0.5371110100112231,2,267721.98,0.4628889899887769,368,0.015357844467050501,4.717275506126322,0.7984443609703842,111.86306687778166,0.046516282110460105,종로1.2.3.4가동 | 다산동 | 여의동 | 청구동 | 역삼1동,227265.35,-351106.54000000004,0.39293982631140667,11110615,종로1.2.3.4가동,13113292.16,19084.05,0.03299615754147388,0.30782946022911206,0.25,442.0
11140650,신당5동,2,92,561851.78,260460.32,0.46357478835432364,301391.46,0.5364252116456764,2,260460.32,0.46357478835432364,373,0.017361401622023098,4.602022895117092,0.7771615216393444,99.68576566571166,0.04239780107130745,명동 | 신당동 | 신당5동 | 종로1.2.3.4가동 | 왕십리도선동,347717.93,-214133.85000000003,0.6188783988545875,11110615,종로1.2.3.4가동,13113292.16,21330.06,0.037963855876722505,0.30782946022911206,0.25,442.0
11140665,동화동,2,92,481418.05,233455.11,0.48493219147059397,247962.94,0.515067808529406,2,233455.11,0.48493219147059397,369,0.01806965200434225,4.630059817771485,0.7833224684594207,102.52019645676428,0.05353324413158169,종로1.2.3.4가동 | 동화동 | 신당동 | 을지로동 | 여의동,513689.26,32271.21000000002,1.06703365193723,11110615,종로1.2.3.4가동,13113292.16,23738.15,0.04930880759456361,0.30782946022911206,0.25,442.0
11140670,황학동,2,92,693440.72,350248.02,0.5050871832274286,343192.69999999995,0.4949128167725714,2,350248.02,0.5050871832274286,365,0.020895594736453797,4.521975401808904,0.7664498432439852,92.01718948356802,0.07093578236939994,명동 | 황학동 | 종로1.2.3.4가동 | 신당동 | 광희동,397699.73,-295740.99,0.5735165509172868,11110615,종로1.2.3.4가동,13113292.16,32061.64,0.04623558881860875,0.30782946022911206,0.25,442.0
11140680,중림동,2,92,652683.12,408668.66000000003,0.6261364013826496,244014.45999999996,0.3738635986173504,2,408668.66000000003,0.6261364013826495,372,0.02858527384958557,4.351229641546778,0.7351423675904253,77.5737922606984,0.0720312944511266,회현동 | 소공동 | 명동 | 여의동 | 종로1.2.3.4가동,638995.49,-13687.630000000005,0.979028674741887,11110615,종로1.2.3.4가동,13113292.16,32821.79,0.050287481006096806,0.30782946022911206,0.25,442.0
11170510,후암동,2,92,803840.0,498912.35,0.6206612634355095,304927.65,0.37933873656449046,2,498912.35,0.6206612634355095,377,0.026501222657811845,4.405646641687741,0.7426609154674882,81.91209349565732,0.08586703821656051,회현동 | 소공동 | 명동 | 한강로동 | 종로1.2.3.4가동,274775.32,-529064.6799999999,0.3418283738057325,11110615,종로1.2.3.4가동,13113292.16,31377.38,0.03903436007165605,0.30782946022911206,0.25,442.0
11170520,용산2가동,2,92,419816.66,239808.12,0.5712210658814731,180008.53999999998,0.42877893411852686,2,239808.12,0.5712210658814731,355,0.0174802292153049,4.615598477495765,0.7860193958929591,101.04828556448584,0.05252483310214511,회현동 | 용산2가동 | 명동 | 종로1.2.3.4가동 | 한강로동,261253.16,-158563.49999999997,0.6223029834023261,11110615,종로1.2.3.4가동,13113292.16,19526.94,0.046513018325666254,0.30782946022911206,0.25,442.0
11170530,남영동,2,92,430212.94,280611.52,0.6522619240602108,149601.41999999998,0.3477380759397892,2,280611.52,0.6522619240602108,397,0.028155486903807207,4.363006159700669,0.7291197558005456,78.49274182618505,0.08058725523225778,회현동 | 남영동 | 한강로동 | 종로1.2.3.4가동 | 명동,1480433.51,1050220.57,3.4411645312202834,11110615,종로1.2.3.4가동,13113292.16,32668.81,0.07593637234621535,0.30782946022911206,0.25,442.0
11170555,청파동,2,92,1082254.91,693261.68,0.6405715267210015,388993.22999999986,0.35942847327899846,2,693261.68,0.6405715267210015,414,0.024719768802926836,4.468759038644196,0.7415961553169689,87.24838393222157,0.07569615923479617,청파동 | 회현동 | 한강로동 | 명동 | 종로1.2.3.4가동,845150.29,-237104.61999999988,0.7809161059846798,11110615,종로1.2.3.4가동,13113292.16,81922.54,0.07569615923479617,0.30782946022911206,0.25,442.0
11170560,원효로1동,2,92,980187.04,563317.15,0.5747037320550575,416869.89,0.4252962679449424,2,563317.15,0.5747037320550575,393,0.02718130336149947,4.414521581358928,0.7389792892943541,82.64229383292339,0.08642465829786936,한강로동 | 여의동 | 원효로1동 | 명동 | 종로1.2.3.4가동,1014419.89,34232.84999999998,1.034924813941633,11110615,종로1.2.3.4가동,13113292.16,48748.19,0.04973355901543036,0.30782946022911206,0.25,442.0
11170570,원효로2동,2,92,796464.05,449673.49,0.5645873030929645,346790.56000000006,0.4354126969070356,2,449673.49,0.5645873030929645,389,0.025605596133385013,4.491626879151957,0.7531763426537441,89.26655370539476,0.09560406398757106,여의동 | 한강로동 | 원효로2동 | 명동 | 종로1.2.3.4가동,541865.28,-254598.77000000002,0.6803386543309771,11110615,종로1.2.3.4가동,13113292.16,47672.02,0.05985457849604134,0.30782946022911206,0.25,442.0
11170580,효창동,2,92,628180.99,368467.3,0.5865623217920045,259713.69,0.41343767820799543,2,368467.3,0.5865623217920045,378,0.019035392139898005,4.592999400564533,0.7738974359398897,98.79029790249938,0.06508240562962594,여의동 | 한강로동 | 효창동 | 종로1.2.3.4가동 | 청파동,438711.46,-189469.52999999997,0.6983838527173515,11110615,종로1.2.3.4가동,13113292.16,22026.08,0.03506327053927563,0.30782946022911206,0.25,442.0
11170590,용문동,2,92,635288.43,357753.39,0.5631353777370067,277535.04000000004,0.4368646222629932,2,357753.39,0.5631353777370067,372,0.019022505969211095,4.620510859755583,0.7806375605840278,101.54589459208697,0.06652121777190244,여의동 | 한강로동 | 종로1.2.3.4가동 | 명동 | 용문동,212219.58000000002,-423068.85000000003,0.3340523295851618,11110615,종로1.2.3.4가동,13113292.16,20527.62,0.03231228372914016,0.30782946022911206,0.25,442.0
11170625,한강로동,2,92,1392084.75,768667.19,0.5521698229938945,623417.56,0.44783017700610545,2,768667.19,0.5521698229938945,423,0.04742871534836868,4.3486813450797275,0.7191026476173576,77.37636290105368,0.18755354514155836,한강로동 | 여의동 | 역삼1동 | 종로1.2.3.4가동 | 명동,5039679.55,3647594.8,3.620239033578954,11110615,종로1.2.3.4가동,13113292.16,261090.43,0.18755354514155836,0.30782946022911206,0.25,442.0
11170630,이촌1동,2,92,1105775.19,521681.68,0.4717791506969875,584093.51,0.5282208493030125,2,521681.68,0.4717791506969875,392,0.02585186913183097,4.53876714881463,0.7601018462412461,93.57536447759347,0.0784320907037171,이촌1동 | 여의동 | 한강로동 | 역삼1동 | 종로1.2.3.4가동,468215.87,-637559.32,0.42342772222986846,11110615,종로1.2.3.4가동,13113292.16,86728.26,0.0784320907037171,0.30782946022911206,0.25,442.0
11170640,이촌2동,2,92,265875.23,139140.46,0.5233299092961763,126734.76999999999,0.4766700907038237,2,139140.46,0.5233299092961763,330,0.024487811637320472,4.5437500205299175,0.7835277501619106,94.04280213827815,0.10836236982286768,한강로동 | 여의동 | 이촌2동 | 이촌1동 | 명동,57359.93,-208515.3,0.21574002963720992,11110615,종로1.2.3.4가동,13113292.16,10616.13,0.03992899225700717,0.30782946022911206,0.25,442.0
11170650,이태원1동,2,92,260911.9,148418.58,0.5688455758438001,112493.32,0.43115442415619987,2,148418.58,0.5688455758438001,357,0.02538200351997865,4.4388421165751035,0.7551959260120277,84.67683898071893,0.09553684596218111,이태원1동 | 한남동 | 한강로동 | 여의동 | 명동,481372.23,220460.33,1.8449608086101092,11110615,종로1.2.3.4가동,13113292.16,24926.7,0.09553684596218111,0.30782946022911206,0.25,442.0
11170660,이태원2동,2,92,385446.93,206755.62,0.5364048949618044,178691.31,0.4635951050381955,2,206755.62,0.5364048949618044,352,0.020232930625775795,4.574955265221831,0.7802256192819257,97.02369870621123,0.0761580329618918,이태원2동 | 한남동 | 한강로동 | 회현동 | 역삼1동,341223.93,-44223.0,0.8852682521041223,11110615,종로1.2.3.4가동,13113292.16,29354.88,0.0761580329618918,0.30782946022911206,0.25,442.0
11170685,한남동,2,92,636956.21,339638.55,0.5332211927096213,297317.66,0.4667788072903787,2,339638.55,0.5332211927096213,416,0.04989277620433713,4.2574192153421535,0.7059594443430981,70.62747374578292,0.19836741995183627,한남동 | 역삼1동 | 명동 | 종로1.2.3.4가동 | 여의동,2093226.36,1456270.1500000001,3.2862955524054005,11110615,종로1.2.3.4가동,13113292.16,126351.36,0.19836741995183627,0.30782946022911206,0.25,442.0
11170690,서빙고동,2,92,559618.31,280426.74,0.5011035825471829,279191.57000000007,0.49889641745281715,2,280426.74,0.5011035825471829,387,0.0230675684360672,4.600998955149945,0.7721837888682614,99.5837456661819,0.0830603809228472,한강로동 | 서빙고동 | 여의동 | 종로1.2.3.4가동 | 한남동,435694.95,-123923.36000000004,0.7785573527785393,11110615,종로1.2.3.4가동,13113292.16,45324.14,0.08099116699737718,0.30782946022911206,0.25,442.0
11170700,보광동,2,92,296955.8,149804.04,0.5044657824497788,147151.75999999998,0.49553421755022126,2,149804.04,0.5044657824497788,339,0.019087729601360244,4.588901074060052,0.7876589408652387,98.3862515287408,0.07579360295370556,한남동 | 이태원1동 | 보광동 | 한강로동 | 여의동,162684.9,-134270.9,0.5478421367759108,11110615,종로1.2.3.4가동,13113292.16,11702.6,0.03940855844539828,0.30782946022911206,0.25,442.0
11200645,옥수동,2,92,1390101.59,528554.25,0.3802270667138795,861547.3400000001,0.6197729332861205,2,528554.25,0.3802270667138795,389,0.01986562064998121,4.643615716492466,0.7786625194249395,103.9194122436644,0.08023307131099676,옥수동 | 역삼1동 | 여의동 | 종로1.2.3.4가동 | 명동,508859.23,-881242.3600000001,0.3660590230675155,11110615,종로1.2.3.4가동,13113292.16,111532.12,0.08023307131099676,0.30782946022911206,0.25,442.0
11380510,녹번동,2,92,1974577.21,1308040.98,0.6624410397200928,666536.23,0.3375589602799072,2,1308040.98,0.6624410397200928,408,0.01908139673739775,4.681825290628602,0.7788416576397914,107.96696391220343,0.0683857786447358,녹번동 | 종로1.2.3.4가동 | 명동 | 사직동 | 대조동,982926.04,-991651.1699999999,0.49779063336804136,11110615,종로1.2.3.4가동,13113292.16,135033.0,0.0683857786447358,0.30782946022911206,0.25,442.0
11380520,불광1동,2,92,1911102.15,1245310.35,0.6516189362248377,665791.7999999998,0.3483810637751623,2,1245310.35,0.6516189362248377,405,0.018038012282209904,4.692923438763906,0.7816475203997421,109.17187102299168,0.06028583035187314,종로1.2.3.4가동 | 불광1동 | 대조동 | 진관동 | 사직동,660341.14,-1250761.0099999998,0.3455289608669008,11110615,종로1.2.3.4가동,13113292.16,102075.8,0.05341200626036657,0.30782946022911206,0.25,442.0
11380530,불광2동,2,92,1267677.98,842301.12,0.664444072776274,425376.86,0.335555927223726,2,842301.12,0.664444072776274,392,0.01911393199332004,4.641542028635703,0.777313431091908,103.70413910220522,0.0564851729932234,진관동 | 불광2동 | 종로1.2.3.4가동 | 불광1동 | 명동,391752.64,-875925.34,0.3090316674901934,11110615,종로1.2.3.4가동,13113292.16,70437.74,0.055564379212455835,0.30782946022911206,0.25,442.0
11380551,갈현1동,2,92,718983.16,471403.1,0.6556524912210738,247580.06000000006,0.3443475087789261,2,471403.1,0.6556524912210738,382,0.017544428050580547,4.666084670733662,0.7848199442742622,106.280802400242,0.05480702774735364,종로1.2.3.4가동 | 갈현1동 | 진관동 | 불광2동 | 대조동,351246.18,-367736.98000000004,0.4885318593553707,11110615,종로1.2.3.4가동,13113292.16,37576.01,0.05226271224488763,0.30782946022911206,0.25,442.0
