거주동 코드,거주동 이름,대표_편도통근시간_분,대표_편도통근거리_km,대표_편도교통비_원,월_통근시간_분,월_통근시간_시간,월_통근교통비_원,월_통근시간_기회비용_원,주요_출근목적지_목록,주요목적지_누적출근비중,거주동_전체_출근량,선택목적지_출근량합,API_경로포함률,교통비_산출포함률,내부통근비중,대표_편도도보시간_분,도보시간_산출포함률,대표_편도환승횟수,환승횟수_산출포함률,월평균_출근일수_가정,시간가치_원_시간
11545690,시흥3동,28.0341273784,7.713380186888,1571.4560952296704,1177.4333498928,19.623889164879998,66001.15599964616,202518.5361815616,"가산동, 시흥3동, 시흥1동, 독산1동, 구로3동",0.8034017060874006,370628.14,297763.27999999997,1.0,0.8839076799530151,0.11609232004698498,6.76057851786359,0.8839076799530151,0.4845847085098963,0.8839076799530151,21.0,10320.0
11545700,시흥4동,25.4069388228,6.1038556388788,1538.4603483342162,1067.0914305576,17.78485717596,64615.334630037076,183539.7260559072,"가산동, 독산1동, 시흥1동, 시흥4동, 구로3동",0.8012200036959463,773117.33,619437.0700000001,1.0,0.9314129197982937,0.06858708020170635,5.986996316725036,0.9314129197982937,0.45126680920637835,0.9314129197982937,21.0,10320.0
11545710,시흥5동,27.9515999578,6.7313026299364,1531.9266331630786,1173.9671982276,19.56611997046,64340.9185928493,201922.3580951472,"가산동, 시흥1동, 시흥5동, 독산1동, 구로3동",0.8020260926716848,664000.23,532545.51,1.0,0.9098189373524151,0.0901810626475848,6.22323946487948,0.9098189373524151,0.346409275242964,0.9098189373524151,21.0,10320.0
11560515,영등포본동,26.9680743242,6.281971526248,1521.3309070209743,1132.6591216164,18.877652026939998,63895.89809488092,194817.36891802077,"여의동, 영등포동, 영등포본동, 가산동, 종로1.2.3.4가동",0.8015652337119563,1034805.21,829463.88,1.0,0.9539167154572179,0.046083284542782016,11.26288266245456,0.9539167154572179,0.6475940274662333,0.9539167154572179,21.0,10320.0
11560535,영등포동,27.3813345726,6.5007907586346,1650.8632527606385,1150.0160520492,19.16693420082,69336.25661594681,197802.76095246238,"여의동, 영등포동, 명동, 종로1.2.3.4가동, 당산1동",0.8028100391691573,2496372.32,2004112.76,1.0,0.9108635783547429,0.08913642164525713,10.985190843836351,0.9108635783547429,0.3785177578403124,0.9108635783547429,21.0,10320.0
11560540,여의동,23.099953123,4.32021888225,1627.972567891798,970.198031166,16.1699671861,68374.84785145552,166874.061360552,"여의동, 종로1.2.3.4가동, 역삼1동, 명동, 영등포동",0.8006505856874933,2151839.53,1722871.58,1.0,0.435638418273752,0.564361581726248,13.153994586932772,0.435638418273752,0.7290256614424793,0.435638418273752,21.0,10320.0
11560550,당산1동,24.762232254,7.568072768906,1545.188432895687,1040.013754668,17.333562577800002,64897.91418161885,178882.36580289603,"여의동, 당산1동, 영등포동, 문래동, 종로1.2.3.4가동",0.8009839462114107,1355844.44,1086009.6300000001,1.0,0.9205892953269668,0.07941070467303313,8.601577098564022,0.9205892953269668,0.553950173174951,0.9205892953269668,21.0,10320.0
11560560,당산2동,30.4428291239,7.8800584965048,1574.8106191972718,1278.5988232038,21.30998038673,66142.04600628541,219918.9975910536,"여의동, 당산2동, 영등포동, 명동, 역삼1동",0.8011880884554717,2347816.77,1881042.83,1.0,0.9218358148708394,0.0781641851291605,11.43691465848722,0.9218358148708394,0.7510590769214881,0.9218358148708394,21.0,10320.0
11560585,도림동,30.971956012099998,7.4247301426606,1505.7605753587832,1300.8221525082,21.680369208469997,63241.9441650689,223741.41023141038,"여의동, 영등포동, 가산동, 도림동, 문래동",0.8016218269294747,1018246.75,816248.8200000001,1.0,0.9473309131399418,0.05266908686005818,14.491814180931778,0.9473309131399418,0.5475363003540747,0.9473309131399418,21.0,10320.0
11560605,문래동,30.1962608188,7.6067849752474,1554.800183000981,1268.2429543896,21.13738257316,65301.6076860412,218137.7881550112,"문래동, 여의동, 영등포동, 당산1동, 명동",0.8026354430175545,1781561.57,1429944.46,1.0,0.881219330714425,0.11878066928557492,12.438433554770452,0.881219330714425,0.37861346480692226,0.881219330714425,21.0,10320.0
