근무동코드,분석후보수,중앙값_10만원절감당_통근시간증가_분,평균_10만원절감당_통근시간증가_분,중앙값_10만원절감당_월교통비증가_원,중앙값_10만원절감당_시간비용증가_원,중앙값_실질순절감액_원,월세착시비율
1135066500,1,2.2538051174711224,2.2538051174711224,-33815.41326706713,16281.488168611388,160619.2507493418,0.0
1135067000,1,-2.3416157064635033,-2.3416157064635033,55320.671065200244,-16915.831863492353,84174.57826682329,0.0
1135069500,3,4.63043385159125,4.038639367946729,13287.948426863475,33450.254143895145,48970.558199773426,0.0
1135070000,4,5.427296247084688,4.688384690644305,0.0,39206.78808893975,85639.32302517361,0.25
1135071000,2,-6.687671555818145,-6.687671555818145,0.0,-48311.73931923028,186958.16100473914,0.0
1135072000,1,3.971242107528232,3.971242107528232,41698.04212904642,28688.252984783936,44742.23039189377,0.0
1138051000,2,7.8316410864743675,7.8316410864743675,0.0,56575.77520869084,48267.88047846676,0.0
1138052000,1,9.769670558517571,9.769670558517571,10990.879378332269,70576.10011473094,21131.708427742342,0.0
1138053000,1,18.985760244288464,18.985760244288464,0.0,137153.13200473986,-43051.6815543464,1.0
1138056000,1,1.5436657881281317,1.5436657881281317,0.0,11151.441653437605,92090.9787907406,0.0
1138057000,4,27.35563936848947,25.810448395717493,3540.48884493698,197617.138797968,-139961.8342079889,0.75
1138058000,1,12.982264625998377,12.982264625998377,0.0,93783.87965821227,6894.955194680399,0.0
1138060000,2,1.1012085754167096,1.1012085754167096,0.0,7955.130748810319,97377.5536271527,0.0
1138062500,2,10.90002046057362,10.90002046057362,0.0,78741.74780718384,20803.1536271527,0.5
1138069000,2,19.453248101885784,19.453248101885784,-875.9997690685765,140530.2642880229,-47483.71952153323,1.0
1141052000,1,9.965017856872734,9.965017856872734,0.0,71987.28899804864,41042.132237266225,0.0
1141055500,2,10.997391267438474,10.997391267438474,856.8010629439766,79445.15451597553,32153.598985355988,0.0
1141056500,155,12.824108565709917,12.493853018841726,3871.123687118435,92641.36027868847,8475.448727969226,0.44516129032258067
1141058500,71,13.520616016844155,14.072812054079959,1957.2044438941493,97672.93010568217,-13299.383609540702,0.5211267605633803
1141061500,5,-0.19774518283223974,0.4525011894538757,0.0,-1428.5112007800851,107882.30044707758,0.0
1141062000,2,2.27021231756585,2.27021231756585,-7096.434430770148,16400.0137820957,103985.08047846679,0.0
1141064000,2,-1.6800100265698714,-1.6800100265698714,-7096.434430770148,-12136.392431940747,138299.08047846676,0.0
1141065500,1,4.581982498028799,4.581982498028799,0.0,33100.24156576004,87603.68481942573,0.0
1141068500,2,-3.034935937086125,-3.034935937086125,-5436.831342682605,-21924.377209510156,139436.35362715268,0.0
1141069000,1,-11.231218581435217,-11.231218581435217,-8027.514435750316,-81134.32303228801,211878.6931349911,0.0
1141070000,2,0.40137389575070603,0.40137389575070603,928.3930964897238,2899.5250229030826,108047.08112946355,0.0
1141072000,2,8.336358747661457,8.336358747661457,0.0,60221.85559310639,39072.14360924143,0.5
1144055500,23,2.7476931307632206,3.817920800584869,0.0,19849.335176633525,116937.30507871052,0.08695652173913043
1144056500,39,17.032638800890638,18.550219618603002,11060.752664742962,123043.782697634,-53940.66051667501,0.7948717948717948
1144058500,30,4.503290949557983,5.108613664514539,0.0,32531.773819606868,91773.59102213196,0.06666666666666667
1144059000,32,12.140217967819872,13.356690418910327,1359.5793130921102,87700.93459953074,19343.968488506187,0.40625
1144060000,29,7.583606139337949,7.834249705750021,-45561.193525992516,54783.97075057736,120788.12059104367,0.034482758620689655
1144061000,24,5.660464054595764,4.8514728853115185,1269.1299527044,40891.19233039977,86519.57363509516,0.16666666666666666
1144063000,11,5.540616403796897,7.368588574410915,0.0,40025.41290102879,72555.34587633389,0.09090909090909091
1144065500,8,6.486352919031673,7.235578409166477,1554.4149396997454,46857.41348708481,70527.69467183594,0.25
1144066000,168,16.961268626982978,18.010742075435637,2891.0267789703767,122528.20456132508,-46651.8933714561,0.6666666666666666
1144068000,18,7.595826872957883,7.338615893536554,0.0,54872.25333024774,59360.58660599384,0.16666666666666666
1144069000,6,8.342451642484086,8.88087532996465,-549.3060408910096,60265.87066530503,62899.363117366374,0.3333333333333333
1144071000,3,3.5416932518964406,2.408634307361219,0.0,25585.192051699873,91599.13931272726,0.0
1144072000,3,-0.8890536954297332,2.6594264030159747,0.0,-6422.523895784377,133773.46009261918,0.3333333333333333
1144073000,2,-6.770632867389629,-6.770632867389629,0.0,-48911.05183402267,172978.5124660894,0.0
1144074000,86,17.08013422044666,17.317706380150792,6215.466100093159,123386.88960850662,-41449.47642872753,0.6627906976744186
1147051000,30,5.1651904454591975,6.127687340597929,7583.021023834767,37313.33577799725,89875.55954925148,0.06666666666666667
1147052000,3,12.115951698303665,11.64194366650429,-1499.9429524323145,87525.63506854569,33850.223895126255,0.0
1147053000,6,9.878150207763852,11.911651446314863,0.0,71359.75710088608,32270.162672739665,0.3333333333333333
1147054000,5,6.214447712387637,11.524009996603983,-943.0960313954389,44893.17027428828,70429.68128484584,0.2
1147055000,17,8.143374182539093,9.126560198782075,8484.839471896366,58827.735094662414,50828.95749812623,0.23529411764705882
1147056000,5,-0.7603724277136,-1.6394804950973623,0.0,-5492.930417803059,124106.9590852132,0.0
1147057000,3,4.683838385241263,5.487942057694471,43745.69880400265,33836.04849498289,30589.94108391597,0.0
1147058000,2,-0.6794326086114386,-0.6794326086114386,986.0312440189601,-4908.221164609038,144110.82517929917,0.0
1147060000,2,-3.8448216140527873,-3.8448216140527873,0.0,-27774.991339917335,178400.04977763776,0.0
1147061000,1,-0.2700052358754514,-0.2700052358754514,0.0,-1950.5178239642783,113276.15647163807,0.0
1147061100,2,-0.6555229080023717,-0.6555229080023717,0.0,-4735.497487409127,145530.84977763775,0.0
1147062000,3,-4.458111234145299,-3.969519877070914,0.0,-32205.395555465642,210618.741083916,0.0
1147063000,6,10.295700735572261,9.613077641852934,-1807.24647258636,74376.14211377403,31629.293507316106,0.3333333333333333
1147064000,6,-2.825214494205679,-3.8586148042921757,0.0,-20409.349506141836,181970.17999504553,0.0
1147065000,11,7.709822516892118,9.03859892783373,-1081.565985888927,55695.75786202867,67608.57447247593,0.2727272727272727
1147067000,4,2.4098395074151635,3.10202341152769,0.0,17408.680601567146,141619.5784911305,0.0
1147068000,3,-0.8593225799306392,0.2164331636012126,0.0,-6207.746317418936,185654.02721378786,0.0
1150051000,10,9.744824959682528,8.915024339115572,0.0,70396.61550874657,43719.41845106386,0.0
